Ruta,Texto original,Traducción
Map.Event[6].Page[1].list.command[0],____TEXT____,
Map.Event[6].Page[1].list.command[1].textData,Твоё дитя мертво...,
Map.Event[6].Page[1].list.command[4],____TEXT____,
Map.Event[6].Page[1].list.command[5].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map.Event[6].Page[1].list.command[6],___CHOICE___,
Map.Event[6].Page[1].list.command[6].textChoice[0],Да,
Map.Event[6].Page[1].list.command[6].textChoice[1],Нет,
Map.Event[6].Page[1].list.command[8],____TEXT____,
Map.Event[6].Page[1].list.command[9].textData,.\|.\|.\|.,
Map.Event[6].Page[1].list.command[10],____TEXT____,
Map.Event[6].Page[1].list.command[11].textData,[2]Камень душ\c[0] не реагирует на его останки...,
Map.Event[7].Page[0].list.command[3],____TEXT____,
Map.Event[7].Page[0].list.command[4].textData,Ты не можешь двигаться...,
Map.Event[7].Page[0].list.command[5],___CHOICE___,
Map.Event[7].Page[0].list.command[5].textChoice[0],Перестать дышать,
Map.Event[7].Page[0].list.command[5].textChoice[1],Не сдаваться!,
Map.Event[7].Page[1].list.command[3],____TEXT____,
Map.Event[7].Page[1].list.command[4].textData,Ты не можешь двигаться...,
Map.Event[7].Page[1].list.command[5],___CHOICE___,
Map.Event[7].Page[1].list.command[5].textChoice[0],Перестать дышать,
Map.Event[7].Page[1].list.command[5].textChoice[1],Не сдаваться!,
Map.Event[7].Page[2].list.command[3],____TEXT____,
Map.Event[7].Page[2].list.command[4].textData,Ты не можешь двигаться...,
Map.Event[7].Page[2].list.command[5],___CHOICE___,
Map.Event[7].Page[2].list.command[5].textChoice[0],Перестать дышать,
Map.Event[7].Page[2].list.command[5].textChoice[1],Не сдаваться!,
Map.Event[7].Page[3].list.command[3],____TEXT____,
Map.Event[7].Page[3].list.command[4].textData,Ты не можешь двигаться...,
Map.Event[7].Page[3].list.command[5],___CHOICE___,
Map.Event[7].Page[3].list.command[5].textChoice[0],Перестать дышать,
Map.Event[7].Page[3].list.command[5].textChoice[1],Не сдаваться!,
Map.Event[7].Page[4].list.command[3],____TEXT____,
Map.Event[7].Page[4].list.command[4].textData,Ты не можешь двигаться...,
Map.Event[7].Page[4].list.command[5],___CHOICE___,
Map.Event[7].Page[4].list.command[5].textChoice[0],Перестать дышать,
Map.Event[7].Page[4].list.command[5].textChoice[1],Не сдаваться!,
Map.Event[7].Page[5].list.command[3],____TEXT____,
Map.Event[7].Page[5].list.command[4].textData,Ты не можешь двигаться...,
Map.Event[7].Page[5].list.command[5],___CHOICE___,
Map.Event[7].Page[5].list.command[5].textChoice[0],Перестать дышать,
Map.Event[7].Page[5].list.command[5].textChoice[1],Не сдаваться!,
Map.Event[7].Page[6].list.command[3],____TEXT____,
Map.Event[7].Page[6].list.command[4].textData,Ты не можешь двигаться...,
Map.Event[7].Page[6].list.command[5],___CHOICE___,
Map.Event[7].Page[6].list.command[5].textChoice[0],Перестать дышать,
Map.Event[7].Page[6].list.command[5].textChoice[1],Не сдаваться!,
Map.Event[10].Page[1].list.command[0],____TEXT____,
Map.Event[10].Page[1].list.command[1].textData,Девочка мертва...,
Map.Event[10].Page[1].list.command[4],____TEXT____,
Map.Event[10].Page[1].list.command[5].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map.Event[10].Page[1].list.command[6],___CHOICE___,
Map.Event[10].Page[1].list.command[6].textChoice[0],Да,
Map.Event[10].Page[1].list.command[6].textChoice[1],Нет,
Map.Event[10].Page[1].list.command[9],____TEXT____,
Map.Event[10].Page[1].list.command[10].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map.Event[10].Page[1].list.command[11].textData,Теперь он излучает слабый синий свет.,
Map.Event[10].Page[1].list.command[12],____TEXT____,
Map.Event[10].Page[1].list.command[13].textData,"У камня невероятно тяжелая аура. Настолько, что",
Map.Event[10].Page[1].list.command[14].textData,"на миг кажется, будто ты не сможешь поднять его...",
Map.Event[11].Page[1].list.command[0],____TEXT____,
Map.Event[11].Page[1].list.command[1].textData,Безлунница мертва...,
Map.Event[11].Page[1].list.command[4],____TEXT____,
Map.Event[11].Page[1].list.command[5].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map.Event[11].Page[1].list.command[6],___CHOICE___,
Map.Event[11].Page[1].list.command[6].textChoice[0],Да,
Map.Event[11].Page[1].list.command[6].textChoice[1],Нет,
Map.Event[11].Page[1].list.command[9],____TEXT____,
Map.Event[11].Page[1].list.command[10].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map.Event[11].Page[1].list.command[11].textData,Теперь он излучает слабый синий свет.,
Map.Event[12].Page[1].list.command[0],____TEXT____,
Map.Event[12].Page[1].list.command[1].textData,Здесь лежит \N[16]...,
Map.Event[12].Page[1].list.command[3],____TEXT____,
Map.Event[12].Page[1].list.command[4].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map.Event[12].Page[1].list.command[5],___CHOICE___,
Map.Event[12].Page[1].list.command[5].textChoice[0],Да,
Map.Event[12].Page[1].list.command[5].textChoice[1],Нет,
Map.Event[12].Page[1].list.command[7],____TEXT____,
Map.Event[12].Page[1].list.command[8].textData,.\|.\|.\|.,
Map.Event[12].Page[1].list.command[9],____TEXT____,
Map.Event[12].Page[1].list.command[10].textData,[2]Камень душ\c[0] не реагирует на его останки...,
Map.Event[13].Page[1].list.command[0],____TEXT____,
Map.Event[13].Page[1].list.command[1].textData,Здесь лежит \N[17]...,
Map.Event[13].Page[1].list.command[3],____TEXT____,
Map.Event[13].Page[1].list.command[4].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map.Event[13].Page[1].list.command[5],___CHOICE___,
Map.Event[13].Page[1].list.command[5].textChoice[0],Да,
Map.Event[13].Page[1].list.command[5].textChoice[1],Нет,
Map.Event[13].Page[1].list.command[7],____TEXT____,
Map.Event[13].Page[1].list.command[8].textData,.\|.\|.\|.,
Map.Event[13].Page[1].list.command[9],____TEXT____,
Map.Event[13].Page[1].list.command[10].textData,[2]Камень душ\c[0] не реагирует на его останки...,
Map.Event[14].Page[1].list.command[0],____TEXT____,
Map.Event[14].Page[1].list.command[1].textData,Здесь лежит \N[18]...,
Map.Event[14].Page[1].list.command[3],____TEXT____,
Map.Event[14].Page[1].list.command[4].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map.Event[14].Page[1].list.command[5],___CHOICE___,
Map.Event[14].Page[1].list.command[5].textChoice[0],Да,
Map.Event[14].Page[1].list.command[5].textChoice[1],Нет,
Map.Event[14].Page[1].list.command[7],____TEXT____,
Map.Event[14].Page[1].list.command[8].textData,.\|.\|.\|.,
Map.Event[14].Page[1].list.command[9],____TEXT____,
Map.Event[14].Page[1].list.command[10].textData,[2]Камень душ\c[0] не реагирует на его останки...,
Map.Event[15].Page[1].list.command[0],____TEXT____,
Map.Event[15].Page[1].list.command[1].textData,Здесь лежит \N[1]...,
Map.Event[15].Page[1].list.command[4],____TEXT____,
Map.Event[15].Page[1].list.command[5].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map.Event[15].Page[1].list.command[6],___CHOICE___,
Map.Event[15].Page[1].list.command[6].textChoice[0],Да,
Map.Event[15].Page[1].list.command[6].textChoice[1],Нет,
Map.Event[15].Page[1].list.command[9],____TEXT____,
Map.Event[15].Page[1].list.command[10].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map.Event[15].Page[1].list.command[11].textData,Теперь он излучает слабый синий свет.,
Map.Event[16].Page[1].list.command[0],____TEXT____,
Map.Event[16].Page[1].list.command[1].textData,Здесь лежит \N[3]...,
Map.Event[16].Page[1].list.command[4],____TEXT____,
Map.Event[16].Page[1].list.command[5].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map.Event[16].Page[1].list.command[6],___CHOICE___,
Map.Event[16].Page[1].list.command[6].textChoice[0],Да,
Map.Event[16].Page[1].list.command[6].textChoice[1],Нет,
Map.Event[16].Page[1].list.command[9],____TEXT____,
Map.Event[16].Page[1].list.command[10].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map.Event[16].Page[1].list.command[11].textData,Теперь он излучает слабый синий свет.,
Map.Event[17].Page[1].list.command[0],____TEXT____,
Map.Event[17].Page[1].list.command[1].textData,Здесь лежит \N[6]...,
Map.Event[17].Page[1].list.command[4],____TEXT____,
Map.Event[17].Page[1].list.command[5].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map.Event[17].Page[1].list.command[6],___CHOICE___,
Map.Event[17].Page[1].list.command[6].textChoice[0],Да,
Map.Event[17].Page[1].list.command[6].textChoice[1],Нет,
Map.Event[17].Page[1].list.command[8],____TEXT____,
Map.Event[17].Page[1].list.command[9].textData,.\|.\|.\|.,
Map.Event[17].Page[1].list.command[10],____TEXT____,
