Ruta,Texto original,Traducción
Map.Event[1].Page[0].list.command[1],____TEXT____,
Map.Event[1].Page[0].list.command[2].textData,,
Map.Event[1].Page[0].list.command[3].textData,Caution! This game contains scenes of extreme ,
Map.Event[1].Page[0].list.command[4].textData,violence  and gore. The game also covers themes of ,
Map.Event[1].Page[0].list.command[5].textData,"sexual violence, drug usage and child abuse.",
Map.Event[1].Page[0].list.command[6],___CHOICE___,
Map.Event[1].Page[0].list.command[6].textChoice[0],Continue,
Map.Event[1].Page[0].list.command[6].textChoice[1],Quit,
Map.Event[1].Page[0].list.command[10],____TEXT____,
Map.Event[1].Page[0].list.command[11].textData,Thank you for showing interest anyway!,
Map.Event[2].Page[0].list.command[1],____TEXT____,
Map.Event[2].Page[0].list.command[2].textData,,
Map.Event[2].Page[0].list.command[3].textData,Mercenary - A warrior class that will do whatever it ,
Map.Event[2].Page[0].list.command[4].textData,takes to see the light of the next day. There isn't ,
Map.Event[2].Page[0].list.command[5].textData,a task you wouldn't undertake for a bag of silver coins.,
Map.Event[2].Page[0].list.command[6],___CHOICE___,
Map.Event[2].Page[0].list.command[6].textChoice[0],Yes,
Map.Event[2].Page[0].list.command[6].textChoice[1],No,
Map.Event[2].Page[0].list.command[17],____TEXT____,
Map.Event[2].Page[0].list.command[18].textData,,
Map.Event[2].Page[0].list.command[19].textData,Knight - Righteous and discliplined. Following the path,
Map.Event[2].Page[0].list.command[20].textData,"of the sword is as much about physical, as it is about ",
Map.Event[2].Page[0].list.command[21].textData,mental strength. Excels in melee combat.,
Map.Event[2].Page[0].list.command[22],___CHOICE___,
Map.Event[2].Page[0].list.command[22].textChoice[0],Yes,
Map.Event[2].Page[0].list.command[22].textChoice[1],No,
Map.Event[2].Page[0].list.command[24],____TEXT____,
Map.Event[2].Page[0].list.command[25].textData,,
Map.Event[2].Page[0].list.command[26].textData,Unfortunately the only class available in this demo,
Map.Event[2].Page[0].list.command[27].textData,version is Mercenary.,
Map.Event[2].Page[0].list.command[35],____TEXT____,
Map.Event[2].Page[0].list.command[36].textData,,
Map.Event[2].Page[0].list.command[37].textData,Dark Priest - Alchemy and ritual passages have gained ,
Map.Event[2].Page[0].list.command[38].textData,you deeper knowledge of human nature. There is no right ,
Map.Event[2].Page[0].list.command[39].textData,"and wrong, only the way of the gods.",
Map.Event[2].Page[0].list.command[40],___CHOICE___,
Map.Event[2].Page[0].list.command[40].textChoice[0],Yes,
Map.Event[2].Page[0].list.command[40].textChoice[1],No,
Map.Event[2].Page[0].list.command[42],____TEXT____,
Map.Event[2].Page[0].list.command[43].textData,,
Map.Event[2].Page[0].list.command[44].textData,Unfortunately the only class available in this demo,
Map.Event[2].Page[0].list.command[45].textData,version is Mercenary.,
Map.Event[6].Page[0].list.command[1],____TEXT____,
Map.Event[6].Page[0].list.command[2].textData,,
Map.Event[6].Page[0].list.command[3].textData,Mercenary - A warrior class that will do whatever it ,
Map.Event[6].Page[0].list.command[4].textData,takes to see the light of the next day. There isn't ,
Map.Event[6].Page[0].list.command[5].textData,a task you wouldn't undertake for a bag of silver coins.,
Map.Event[6].Page[0].list.command[6],___CHOICE___,
Map.Event[6].Page[0].list.command[6].textChoice[0],Yes,
Map.Event[6].Page[0].list.command[6].textChoice[1],No,
Map.Event[6].Page[0].list.command[17],____TEXT____,
Map.Event[6].Page[0].list.command[18].textData,,
Map.Event[6].Page[0].list.command[19].textData,Knight - Righteous and discliplined. Following the path,
Map.Event[6].Page[0].list.command[20].textData,"of the sword is as much about physical, as it is about ",
Map.Event[6].Page[0].list.command[21].textData,mental strength. Excels in melee combat.,
Map.Event[6].Page[0].list.command[22],___CHOICE___,
Map.Event[6].Page[0].list.command[22].textChoice[0],Yes,
Map.Event[6].Page[0].list.command[22].textChoice[1],No,
Map.Event[6].Page[0].list.command[24],____TEXT____,
Map.Event[6].Page[0].list.command[25].textData,,
Map.Event[6].Page[0].list.command[26].textData,Unfortunately the only class available in this demo,
Map.Event[6].Page[0].list.command[27].textData,version is Mercenary.,
Map.Event[6].Page[0].list.command[35],____TEXT____,
Map.Event[6].Page[0].list.command[36].textData,,
Map.Event[6].Page[0].list.command[37].textData,Dark Priest - Alchemy and ritual passages have gained ,
Map.Event[6].Page[0].list.command[38].textData,you deeper knowledge of human nature. There is no right ,
Map.Event[6].Page[0].list.command[39].textData,"and wrong, only the way of the gods.",
Map.Event[6].Page[0].list.command[40],___CHOICE___,
Map.Event[6].Page[0].list.command[40].textChoice[0],Yes,
Map.Event[6].Page[0].list.command[40].textChoice[1],No,
Map.Event[6].Page[0].list.command[42],____TEXT____,
Map.Event[6].Page[0].list.command[43].textData,,
Map.Event[6].Page[0].list.command[44].textData,Unfortunately the only class available in this demo,
Map.Event[6].Page[0].list.command[45].textData,version is Mercenary.,
