Ruta,Texto original,Traducción
Map.Event[4].Page[1].list.command[0],____TEXT____,
Map.Event[4].Page[1].list.command[1].textData,Here lies \N[19]...,
Map.Event[4].Page[1].list.command[3],____TEXT____,
Map.Event[4].Page[1].list.command[4].textData,You could use \c[2]Soul stone\c[0] here...,
Map.Event[4].Page[1].list.command[5],___CHOICE___,
Map.Event[4].Page[1].list.command[5].textChoice[0],Yes,
Map.Event[4].Page[1].list.command[5].textChoice[1],No,
Map.Event[4].Page[1].list.command[7],____TEXT____,
Map.Event[4].Page[1].list.command[8].textData,.\|.\|.\|.,
Map.Event[4].Page[1].list.command[9],____TEXT____,
Map.Event[4].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] doesn't seem to react to his ,
Map.Event[4].Page[1].list.command[11].textData,remains...,
Map.Event[5].Page[1].list.command[0],____TEXT____,
Map.Event[5].Page[1].list.command[1].textData,Moonless is dead now...,
Map.Event[5].Page[1].list.command[4],____TEXT____,
Map.Event[5].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map.Event[5].Page[1].list.command[6],___CHOICE___,
Map.Event[5].Page[1].list.command[6].textChoice[0],Yes,
Map.Event[5].Page[1].list.command[6].textChoice[1],No,
Map.Event[5].Page[1].list.command[9],____TEXT____,
Map.Event[5].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed it's appearance.,
Map.Event[5].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map.Event[6].Page[1].list.command[0],____TEXT____,
Map.Event[6].Page[1].list.command[1].textData,Here lies \N[6]...,
Map.Event[6].Page[1].list.command[4],____TEXT____,
Map.Event[6].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map.Event[6].Page[1].list.command[6],___CHOICE___,
Map.Event[6].Page[1].list.command[6].textChoice[0],Yes,
Map.Event[6].Page[1].list.command[6].textChoice[1],No,
Map.Event[6].Page[1].list.command[8],____TEXT____,
Map.Event[6].Page[1].list.command[9].textData,.\|.\|.\|.,
Map.Event[6].Page[1].list.command[10],____TEXT____,
Map.Event[6].Page[1].list.command[11].textData,The \c[2]Soul stone\c[0] doesn't seem to react to his ,
Map.Event[6].Page[1].list.command[12].textData,remains...,
Map.Event[7].Page[1].list.command[0],____TEXT____,
Map.Event[7].Page[1].list.command[1].textData,Here lies \N[5]...,
Map.Event[7].Page[1].list.command[4],____TEXT____,
Map.Event[7].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map.Event[7].Page[1].list.command[6],___CHOICE___,
Map.Event[7].Page[1].list.command[6].textChoice[0],Yes,
Map.Event[7].Page[1].list.command[6].textChoice[1],No,
Map.Event[7].Page[1].list.command[9],____TEXT____,
Map.Event[7].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed it's appearance.,
Map.Event[7].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map.Event[8].Page[1].list.command[0],____TEXT____,
Map.Event[8].Page[1].list.command[1].textData,Here lies \N[4]...,
Map.Event[8].Page[1].list.command[4],____TEXT____,
Map.Event[8].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map.Event[8].Page[1].list.command[6],___CHOICE___,
Map.Event[8].Page[1].list.command[6].textChoice[0],Yes,
Map.Event[8].Page[1].list.command[6].textChoice[1],No,
Map.Event[8].Page[1].list.command[9],____TEXT____,
Map.Event[8].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed it's appearance.,
Map.Event[8].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map.Event[9].Page[1].list.command[0],____TEXT____,
Map.Event[9].Page[1].list.command[1].textData,Here lies \N[3]...,
Map.Event[9].Page[1].list.command[4],____TEXT____,
Map.Event[9].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map.Event[9].Page[1].list.command[6],___CHOICE___,
Map.Event[9].Page[1].list.command[6].textChoice[0],Yes,
Map.Event[9].Page[1].list.command[6].textChoice[1],No,
Map.Event[9].Page[1].list.command[9],____TEXT____,
Map.Event[9].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed it's appearance.,
Map.Event[9].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map.Event[10].Page[1].list.command[0],____TEXT____,
Map.Event[10].Page[1].list.command[1].textData,Here lies \N[1]...,
Map.Event[10].Page[1].list.command[4],____TEXT____,
Map.Event[10].Page[1].list.command[5].textData,You could use \c[2]Soul stone\c[0] here...,
Map.Event[10].Page[1].list.command[6],___CHOICE___,
Map.Event[10].Page[1].list.command[6].textChoice[0],Yes,
Map.Event[10].Page[1].list.command[6].textChoice[1],No,
Map.Event[10].Page[1].list.command[9],____TEXT____,
Map.Event[10].Page[1].list.command[10].textData,The \c[2]Soul stone\c[0] changed it's appearance.,
Map.Event[10].Page[1].list.command[11].textData,The stone is radiating faint blue light.,
Map.Event[12].Page[1].list.command[0],____TEXT____,
Map.Event[12].Page[1].list.command[1].textData,Here lies \N[20]...,
Map.Event[12].Page[1].list.command[3],____TEXT____,
Map.Event[12].Page[1].list.command[4].textData,You could use \c[2]Soul stone\c[0] here...,
Map.Event[12].Page[1].list.command[5],___CHOICE___,
Map.Event[12].Page[1].list.command[5].textChoice[0],Yes,
Map.Event[12].Page[1].list.command[5].textChoice[1],No,
